REGN,NAME_B,NUM_SC,DT,A_P,IITG_RUB,Применяется
1810,АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК,451,2026-03-01,1,10397914000.0,Да
328,РОССИЯ,442,2026-03-01,1,7135000000.0,
1810,АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК,609,2026-03-01,1,5580340000.0,
2312,БАНК ДОМ.РФ,619,2026-03-01,1,542115000.0,
2312,БАНК ДОМ.РФ,604,2026-03-01,1,9322500000.0,
2312,БАНК ДОМ.РФ,706,2026-03-01,1,157832848000.0,
2312,БАНК ДОМ.РФ,45.0,2026-03-01,1,2165806851000.0,
1973,АВТОКРЕДИТБАНК,609,2026-03-01,1,16882000.0,
1000,ВТБ,474,2026-03-01,1,1477583160000.0,
1000,ВТБ,608,2026-03-01,1,78372566000.0,
1000,ВТБ,458,2026-03-01,1,523357803000.0,Да
843,ДАЛЬНЕВОСТОЧНЫЙ БАНК,506,2026-03-01,1,2191000000.0,
903,ВЛАДБИЗНЕСБАНК,509,2026-03-01,1,0.0,
903,ВЛАДБИЗНЕСБАНК,60.0,2026-03-01,1,12793000.0,
903,ВЛАДБИЗНЕСБАНК,504,2026-03-01,1,19786000.0,
101,БКС БАНК,451,2026-03-01,1,4542933000.0,Да
101,БКС БАНК,506,2026-03-01,1,10000.0,
609,КУЗНЕЦКИЙ,454,2026-03-01,1,311223000.0,Да
609,КУЗНЕЦКИЙ,319,2026-03-01,1,2040000000.0,
554,СОЛИДАРНОСТЬ,60.0,2026-03-01,1,6613665000.0,
554,СОЛИДАРНОСТЬ,301,2026-03-01,1,8965956000.0,
554,СОЛИДАРНОСТЬ,619,2026-03-01,1,115011000.0,
554,СОЛИДАРНОСТЬ,106,2026-03-01,1,530020000.0,
554,СОЛИДАРНОСТЬ,302,2026-03-01,1,681608000.0,
554,СОЛИДАРНОСТЬ,99996,2026-03-01,1,307512000.0,
554,СОЛИДАРНОСТЬ,90.3,2026-03-01,1,8628624000.0,
554,СОЛИДАРНОСТЬ,504,2026-03-01,1,11385287000.0,
554,СОЛИДАРНОСТЬ,99998,2026-03-01,1,46835432000.0,
2853,СТОЛИЧНЫЙ КРЕДИТ,304,2026-03-01,1,312000.0,
2853,СТОЛИЧНЫЙ КРЕДИТ,940,2026-03-01,1,0.0,
2853,СТОЛИЧНЫЙ КРЕДИТ,99996,2026-03-01,1,4507000.0,
2853,СТОЛИЧНЫЙ КРЕДИТ,106,2026-03-01,1,25828000.0,
609,КУЗНЕЦКИЙ,610,2026-03-01,1,172000.0,
708,БАНК КАЗАНИ,45.0,2026-03-01,1,5862408000.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,302,2026-03-01,1,79648000.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,612,2026-03-01,1,0.0,
1343,ЛЕВОБЕРЕЖНЫЙ,20.0,2026-03-01,1,1156256000.0,
1481,СБЕРБАНК РОССИИ,612,2026-03-01,1,0.0,
1481,СБЕРБАНК РОССИИ,302,2026-03-01,1,382980872000.0,
1481,СБЕРБАНК РОССИИ,60.0,2026-03-01,1,3018883918000.0,
1481,СБЕРБАНК РОССИИ,935,2026-03-01,1,257048402000.0,
1352,НОВОБАНК,32.1,2026-03-01,1,3650000000.0,
1352,НОВОБАНК,90.4,2026-03-01,1,247170000.0,
1352,НОВОБАНК,502,2026-03-01,1,1901951000.0,
1745,БЫСТРОБАНК,319,2026-03-01,1,0.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,475,2026-03-01,1,0.0,
1291,ВАКОБАНК,459,2026-03-01,1,304000.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,99996,2026-03-01,1,0.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,45.0,2026-03-01,1,1925836000.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,610,2026-03-01,1,4838000.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,90.5,2026-03-01,1,13505214000.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,608,2026-03-01,1,32786000.0,
1049,ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК,504,2026-03-01,1,556508000.0,
1343,ЛЕВОБЕРЕЖНЫЙ,706,2026-03-01,1,8032927000.0,
1343,ЛЕВОБЕРЕЖНЫЙ,90.6,2026-03-01,1,2220250000.0,
101,БКС БАНК,459,2026-03-01,1,323826000.0,
1291,ВАКОБАНК,90.6,2026-03-01,1,1997000.0,
2306,АБСОЛЮТ БАНК,90.5,2026-03-01,1,1711648251000.0,
2306,АБСОЛЮТ БАНК,449,2026-03-01,1,247511000.0,Да
2306,АБСОЛЮТ БАНК,617,2026-03-01,1,1516014000.0,
2306,АБСОЛЮТ БАНК,451,2026-03-01,1,15013641000.0,Да
2306,АБСОЛЮТ БАНК,99998,2026-03-01,1,452968106000.0,
2070,АЛТЫНБАНК,302,2026-03-01,1,868000.0,
3524,РАСЧЕТНЫЕ РЕШЕНИЯ,474,2026-03-01,1,10754000.0,
3522,МОБИЛЬНАЯ КАРТА,301,2026-03-01,1,53365784000.0,
3522,МОБИЛЬНАЯ КАРТА,617,2026-03-01,1,175097000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,475,2026-03-01,1,20248000.0,
106,СЕЛЬМАШБАНК,304,2026-03-01,1,10004000.0,
106,СЕЛЬМАШБАНК,608,2026-03-01,1,160000.0,
106,СЕЛЬМАШБАНК,90.6,2026-03-01,1,29839000.0,
106,СЕЛЬМАШБАНК,706,2026-03-01,1,59488000.0,
330,САРАТОВ,90.5,2026-03-01,1,5231767000.0,
330,САРАТОВ,507,2026-03-01,1,21593000.0,
3479,УРИ БАНК,109,2026-03-01,1,48180000.0,
3522,МОБИЛЬНАЯ КАРТА,610,2026-03-01,1,16997000.0,
3522,МОБИЛЬНАЯ КАРТА,608,2026-03-01,1,677062000.0,
3524,РАСЧЕТНЫЕ РЕШЕНИЯ,301,2026-03-01,1,476696000.0,
485,ЧЕЛИНДБАНК,610,2026-03-01,1,48259000.0,
485,ЧЕЛИНДБАНК,20.0,2026-03-01,1,2543407000.0,
485,ЧЕЛИНДБАНК,620,2026-03-01,1,30133000.0,
485,ЧЕЛИНДБАНК,90.6,2026-03-01,1,971723000.0,
3532,ПЕРСПЕКТИВА,706,2026-03-01,1,86600000.0,
843,ДАЛЬНЕВОСТОЧНЫЙ БАНК,453,2026-03-01,1,1110000.0,Да
843,ДАЛЬНЕВОСТОЧНЫЙ БАНК,449,2026-03-01,1,93281000.0,Да
485,ЧЕЛИНДБАНК,32.1,2026-03-01,1,5600000000.0,
485,ЧЕЛИНДБАНК,941,2026-03-01,1,0.0,
3551,ЛЮМИНИС,706,2026-03-01,1,34119000.0,
3532,ПЕРСПЕКТИВА,610,2026-03-01,1,465000.0,
2368,БЛАНК БАНК,810,2026-03-01,1,0.0,
2368,БЛАНК БАНК,90.6,2026-03-01,1,4662000.0,
554,СОЛИДАРНОСТЬ,612,2026-03-01,1,0.0,
554,СОЛИДАРНОСТЬ,478,2026-03-01,1,120390000.0,
3558,ЛАЗАРУС ФИНАНС,604,2026-03-01,1,2220000.0,
3558,ЛАЗАРУС ФИНАНС,99998,2026-03-01,1,2200000.0,
3482,БМВ БАНК,45.2,2026-03-01,1,3526053000.0,
3482,БМВ БАНК,608,2026-03-01,1,459858000.0,
3482,БМВ БАНК,90.5,2026-03-01,1,5130905000.0,
2707,ЛОКО-БАНК,707,2026-03-01,1,0.0,
2707,ЛОКО-БАНК,604,2026-03-01,1,475207000.0,
2707,ЛОКО-БАНК,32.1,2026-03-01,1,1700000000.0,
2707,ЛОКО-БАНК,106,2026-03-01,1,45485000.0,
2707,ЛОКО-БАНК,454,2026-03-01,1,8255000.0,Да
2707,ЛОКО-БАНК,451,2026-03-01,1,1400000000.0,Да
2602,АЛМАЗЭРГИЭНБАНК,458,2026-03-01,1,1511840000.0,Да
2602,АЛМАЗЭРГИЭНБАНК,32.2,2026-03-01,1,466370000.0,
2602,АЛМАЗЭРГИЭНБАНК,90.4,2026-03-01,1,10042160000.0,
2590,АК БАРС,90.5,2026-03-01,1,6841855104000.0,
2438,ГЛОБУС,608,2026-03-01,1,171984000.0,
2438,ГЛОБУС,99998,2026-03-01,1,3027010000.0,
3001,ПРИМОРЬЕ,604,2026-03-01,1,1496087000.0,
3001,ПРИМОРЬЕ,114,2026-03-01,1,24247000.0,
3001,ПРИМОРЬЕ,939,2026-03-01,1,50093000.0,
2590,АК БАРС,319,2026-03-01,1,0.0,
2590,АК БАРС,474,2026-03-01,1,41088567000.0,
2590,АК БАРС,451,2026-03-01,1,25586381000.0,Да
2590,АК БАРС,47.1,2026-03-01,1,979174000.0,
2590,АК БАРС,90.4,2026-03-01,1,98583208000.0,
2590,АК БАРС,470,2026-03-01,1,167256000.0,Да
2590,АК БАРС,450,2026-03-01,1,296000.0,Да
2590,АК БАРС,810,2026-03-01,1,336000.0,
2590,АК БАРС,808,2026-03-01,1,592000.0,
2590,АК БАРС,454,2026-03-01,1,3757897000.0,Да
2816,БАНК СГБ,504,2026-03-01,1,499870000.0,
2816,БАНК СГБ,939,2026-03-01,1,0.0,
2802,ЙОШКАР-ОЛА,610,2026-03-01,1,346000.0,
2802,ЙОШКАР-ОЛА,319,2026-03-01,1,45000000.0,
2726,ВЕСТЕРН ЮНИОН ДП ВОСТОК,32.1,2026-03-01,1,0.0,
2726,ВЕСТЕРН ЮНИОН ДП ВОСТОК,706,2026-03-01,1,56847000.0,
2707,ЛОКО-БАНК,45.0,2026-03-01,1,5447940000.0,
2602,АЛМАЗЭРГИЭНБАНК,507,2026-03-01,1,71031000.0,
2602,АЛМАЗЭРГИЭНБАНК,109,2026-03-01,1,92216000.0,
2602,АЛМАЗЭРГИЭНБАНК,99998,2026-03-01,1,58055299000.0,
2748,БМ-БАНК,459,2026-03-01,1,21727717000.0,
2807,ТРАНССТРОЙБАНК,509,2026-03-01,1,0.0,
2807,ТРАНССТРОЙБАНК,301,2026-03-01,1,580551000.0,
2807,ТРАНССТРОЙБАНК,45.0,2026-03-01,1,3090649000.0,
2807,ТРАНССТРОЙБАНК,47.1,2026-03-01,1,2270000.0,
2807,ТРАНССТРОЙБАНК,106,2026-03-01,1,37575000.0,
2807,ТРАНССТРОЙБАНК,90.5,2026-03-01,1,4085268000.0,
2807,ТРАНССТРОЙБАНК,475,2026-03-01,1,3142000.0,
2807,ТРАНССТРОЙБАНК,90.6,2026-03-01,1,46900000.0,
2438,ГЛОБУС,504,2026-03-01,1,357690000.0,
1948,ДАЛЕНА,509,2026-03-01,1,0.0,
1948,ДАЛЕНА,302,2026-03-01,1,8578000.0,
1966,НБД-БАНК,507,2026-03-01,1,81786000.0,
1966,НБД-БАНК,458,2026-03-01,1,972475000.0,Да
1966,НБД-БАНК,453,2026-03-01,1,12562000.0,Да
1966,НБД-БАНК,610,2026-03-01,1,5580000.0,
1966,НБД-БАНК,617,2026-03-01,1,13764000.0,
1966,НБД-БАНК,99998,2026-03-01,1,52234347000.0,
3556,ПЛАТЕЖНЫЕ ТЕХНОЛОГИИ,319,2026-03-01,1,81505000.0,
3556,ПЛАТЕЖНЫЕ ТЕХНОЛОГИИ,47.1,2026-03-01,1,2002000.0,
3556,ПЛАТЕЖНЫЕ ТЕХНОЛОГИИ,708,2026-03-01,1,56310000.0,
3561,ЭФИР,319,2026-03-01,1,498849000.0,
1745,БЫСТРОБАНК,619,2026-03-01,1,129302000.0,
1581,ТИМЕР БАНК,612,2026-03-01,1,0.0,
1581,ТИМЕР БАНК,319,2026-03-01,1,575000000.0,
1581,ТИМЕР БАНК,20.0,2026-03-01,1,215233000.0,
1581,ТИМЕР БАНК,45.2,2026-03-01,1,1682013000.0,
1581,ТИМЕР БАНК,446,2026-03-01,1,8500000000.0,Да
1581,ТИМЕР БАНК,608,2026-03-01,1,149002000.0,
3561,ЭФИР,609,2026-03-01,1,128238000.0,
1765,ЕАТП БАНК,45.0,2026-03-01,1,12887000.0,
3542,ОЗОН БАНК,60.0,2026-03-01,1,18060919000.0,
3542,ОЗОН БАНК,304,2026-03-01,1,11074000.0,
3542,ОЗОН БАНК,306,2026-03-01,1,1373000.0,
2307,ИНГОССТРАХ БАНК,474,2026-03-01,1,3783525000.0,
2307,ИНГОССТРАХ БАНК,939,2026-03-01,1,4556061000.0,
2307,ИНГОССТРАХ БАНК,478,2026-03-01,1,37522899000.0,
2307,ИНГОССТРАХ БАНК,612,2026-03-01,1,0.0,
2307,ИНГОССТРАХ БАНК,45.2,2026-03-01,1,25877511000.0,
2307,ИНГОССТРАХ БАНК,616,2026-03-01,1,0.0,
2307,ИНГОССТРАХ БАНК,446,2026-03-01,1,1000000000.0,Да
2438,ГЛОБУС,707,2026-03-01,1,0.0,
3001,ПРИМОРЬЕ,90.6,2026-03-01,1,81106000.0,
3001,ПРИМОРЬЕ,610,2026-03-01,1,13810000.0,
1765,ЕАТП БАНК,604,2026-03-01,1,117636000.0,
1765,ЕАТП БАНК,90.6,2026-03-01,1,36043000.0,
2390,ИТУРУП,302,2026-03-01,1,37519000.0,
2390,ИТУРУП,301,2026-03-01,1,400515000.0,
2390,ИТУРУП,617,2026-03-01,1,53345000.0,
3001,ПРИМОРЬЕ,502,2026-03-01,1,745438000.0,
3001,ПРИМОРЬЕ,937,2026-03-01,1,54393000.0,
3001,ПРИМОРЬЕ,505,2026-03-01,1,0.0,
3001,ПРИМОРЬЕ,940,2026-03-01,1,64000.0,
3001,ПРИМОРЬЕ,809,2026-03-01,1,66000.0,
3001,ПРИМОРЬЕ,806,2026-03-01,1,82000.0,
3001,ПРИМОРЬЕ,304,2026-03-01,1,1391296000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,304,2026-03-01,1,69510000.0,
354,ГАЗПРОМБАНК,45.0,2026-03-01,1,10878999147000.0,
354,ГАЗПРОМБАНК,501,2026-03-01,1,240001913000.0,
354,ГАЗПРОМБАНК,609,2026-03-01,1,68968096000.0,
354,ГАЗПРОМБАНК,707,2026-03-01,1,10463220133000.0,
354,ГАЗПРОМБАНК,301,2026-03-01,1,915598654000.0,
1326,АЛЬФА-БАНК,45.2,2026-03-01,1,2711165746000.0,
1326,АЛЬФА-БАНК,324,2026-03-01,1,14567687000.0,
1326,АЛЬФА-БАНК,305,2026-03-01,1,502000.0,
1326,АЛЬФА-БАНК,506,2026-03-01,1,50628551000.0,
354,ГАЗПРОМБАНК,90.5,2026-03-01,1,45283492289000.0,
2268,МТС-БАНК,478,2026-03-01,1,22352340000.0,
963,СОВКОМБАНК,319,2026-03-01,1,21936000000.0,
963,СОВКОМБАНК,99996,2026-03-01,1,662860766000.0,
354,ГАЗПРОМБАНК,453,2026-03-01,1,343746340000.0,Да
354,ГАЗПРОМБАНК,446,2026-03-01,1,297092004000.0,Да
354,ГАЗПРОМБАНК,936,2026-03-01,1,17094000.0,
965,ПЕРВОУРАЛЬСКБАНК,99998,2026-03-01,1,17994478000.0,
1732,ИК БАНК,90.5,2026-03-01,1,27966000.0,
1307,ЭНЕРГОТРАНСБАНК,707,2026-03-01,1,0.0,
1307,ЭНЕРГОТРАНСБАНК,459,2026-03-01,1,15207000.0,
1307,ЭНЕРГОТРАНСБАНК,306,2026-03-01,1,93542000.0,
1307,ЭНЕРГОТРАНСБАНК,706,2026-03-01,1,13735176000.0,
1376,СНЕЖИНСКИЙ,106,2026-03-01,1,254775000.0,
3388,ФИНСЕРВИС,301,2026-03-01,1,3122599000.0,
3388,ФИНСЕРВИС,45.0,2026-03-01,1,22985615000.0,
1885,ФОРА-БАНК,612,2026-03-01,1,0.0,
1885,ФОРА-БАНК,90.4,2026-03-01,1,56319996000.0,
1885,ФОРА-БАНК,501,2026-03-01,1,3154453000.0,
1885,ФОРА-БАНК,449,2026-03-01,1,843494000.0,Да
1885,ФОРА-БАНК,621,2026-03-01,1,589000.0,
1885,ФОРА-БАНК,301,2026-03-01,1,3024430000.0,
1885,ФОРА-БАНК,707,2026-03-01,1,57545754000.0,
1885,ФОРА-БАНК,106,2026-03-01,1,467838000.0,
1885,ФОРА-БАНК,475,2026-03-01,1,676592000.0,
1326,АЛЬФА-БАНК,604,2026-03-01,1,163233296000.0,
1326,АЛЬФА-БАНК,941,2026-03-01,1,2916763000.0,
1326,АЛЬФА-БАНК,475,2026-03-01,1,10156747000.0,
965,ПЕРВОУРАЛЬСКБАНК,608,2026-03-01,1,26644000.0,
965,ПЕРВОУРАЛЬСКБАНК,620,2026-03-01,1,22657000.0,
1637,СДМ-БАНК,447,2026-03-01,1,0.0,Да
1637,СДМ-БАНК,60.0,2026-03-01,1,1319112000.0,
1637,СДМ-БАНК,304,2026-03-01,1,209568000.0,
1637,СДМ-БАНК,451,2026-03-01,1,2478353000.0,Да
1637,СДМ-БАНК,802,2026-03-01,1,1276000.0,
1637,СДМ-БАНК,459,2026-03-01,1,105041000.0,
1637,СДМ-БАНК,20.0,2026-03-01,1,3843278000.0,
2664,СЛАВИЯ,45.2,2026-03-01,1,41630000.0,
2664,СЛАВИЯ,60.0,2026-03-01,1,164344000.0,
2664,СЛАВИЯ,47.1,2026-03-01,1,3815000.0,
2664,СЛАВИЯ,90.3,2026-03-01,1,3028000.0,
3279,ТРАСТ,609,2026-03-01,1,373757000.0,
2557,СИТИБАНК,474,2026-03-01,1,4439246000.0,
2557,СИТИБАНК,319,2026-03-01,1,136427846000.0,
2557,СИТИБАНК,507,2026-03-01,1,4449000.0,
2557,СИТИБАНК,47.1,2026-03-01,1,23849000.0,
1067,РЕАЛИСТ,454,2026-03-01,1,3419560000.0,Да
3557,ФИНАНСОВЫЙ ЛАНДШАФТ,60.0,2026-03-01,1,3204000.0,
3557,ФИНАНСОВЫЙ ЛАНДШАФТ,ITGAP,2026-03-01,1,321284000.0,
3279,ТРАСТ,459,2026-03-01,1,87777249000.0,
3279,ТРАСТ,706,2026-03-01,1,42615073000.0,
2275,УРАЛСИБ,446,2026-03-01,1,5000000000.0,Да
1829,ИНБАНК,451,2026-03-01,1,214732000.0,Да
2275,УРАЛСИБ,939,2026-03-01,1,2863146000.0,
2275,УРАЛСИБ,90.5,2026-03-01,1,1522879207000.0,
1829,ИНБАНК,707,2026-03-01,1,17332277000.0,
1829,ИНБАНК,609,2026-03-01,1,88759000.0,
1829,ИНБАНК,617,2026-03-01,1,318997000.0,
1829,ИНБАНК,99996,2026-03-01,1,19547098000.0,
429,УРАЛЬСКИЙ БАНК РЕКОНСТРУКЦИИ И РАЗВИТИЯ,90.5,2026-03-01,1,401188734000.0,
429,УРАЛЬСКИЙ БАНК РЕКОНСТРУКЦИИ И РАЗВИТИЯ,109,2026-03-01,1,1647616000.0,
1829,ИНБАНК,319,2026-03-01,1,0.0,
1829,ИНБАНК,90.3,2026-03-01,1,732282000.0,
2275,УРАЛСИБ,706,2026-03-01,1,56777395000.0,
1949,НАЦИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ,32.1,2026-03-01,1,3848421000.0,
1949,НАЦИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ,612,2026-03-01,1,0.0,
1949,НАЦИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ,90.4,2026-03-01,1,506849000.0,
1949,НАЦИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ,99998,2026-03-01,1,11826531000.0,
3388,ФИНСЕРВИС,45.2,2026-03-01,1,3364030000.0,
1637,СДМ-БАНК,302,2026-03-01,1,648222000.0,
3311,КРЕДИТ ЕВРОПА БАНК,90.3,2026-03-01,1,2000.0,
3311,КРЕДИТ ЕВРОПА БАНК,302,2026-03-01,1,1773295000.0,
3311,КРЕДИТ ЕВРОПА БАНК,90.6,2026-03-01,1,207081000.0,
3311,КРЕДИТ ЕВРОПА БАНК,451,2026-03-01,1,2282643000.0,Да
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,301,2026-03-01,1,17243081000.0,
3388,ФИНСЕРВИС,454,2026-03-01,1,693010000.0,Да
3494,СУМИТОМО МИЦУИ РУС БАНК,608,2026-03-01,1,607087000.0,
2880,АГРОПРОМКРЕДИТ,32.2,2026-03-01,1,31065000.0,
2880,АГРОПРОМКРЕДИТ,90.4,2026-03-01,1,910817000.0,
2880,АГРОПРОМКРЕДИТ,502,2026-03-01,1,1557302000.0,
2880,АГРОПРОМКРЕДИТ,609,2026-03-01,1,100951000.0,
2880,АГРОПРОМКРЕДИТ,45.0,2026-03-01,1,1405221000.0,
2880,АГРОПРОМКРЕДИТ,99998,2026-03-01,1,10787081000.0,
2996,ПРОКОММЕРЦБАНК,111,2026-03-01,1,190000000.0,
2996,ПРОКОММЕРЦБАНК,90.6,2026-03-01,1,28305000.0,
2996,ПРОКОММЕРЦБАНК,99996,2026-03-01,1,23709000.0,
3184,КОНТИНЕНТАЛЬ,454,2026-03-01,1,80591000.0,Да
3184,КОНТИНЕНТАЛЬ,604,2026-03-01,1,81486000.0,
3184,КОНТИНЕНТАЛЬ,106,2026-03-01,1,21345000.0,
2518,КУБАНЬ КРЕДИТ,620,2026-03-01,1,68830000.0,
2530,ЭКСИ-БАНК,32.1,2026-03-01,1,0.0,
2530,ЭКСИ-БАНК,319,2026-03-01,1,0.0,
2530,ЭКСИ-БАНК,302,2026-03-01,1,1586415000.0,
2574,БАНК РМП,60.0,2026-03-01,1,3915000.0,
2574,БАНК РМП,45.0,2026-03-01,1,299556000.0,
2574,БАНК РМП,706,2026-03-01,1,76423000.0,
2574,БАНК РМП,608,2026-03-01,1,30035000.0,
2867,ИШБАНК,99996,2026-03-01,1,0.0,
3494,СУМИТОМО МИЦУИ РУС БАНК,32.1,2026-03-01,1,8700000000.0,
3184,КОНТИНЕНТАЛЬ,60.0,2026-03-01,1,1582000.0,
3173,ВНЕШФИНБАНК,304,2026-03-01,1,52232000.0,
3173,ВНЕШФИНБАНК,306,2026-03-01,1,12008000.0,
330,САРАТОВ,32.2,2026-03-01,1,651000.0,
330,САРАТОВ,458,2026-03-01,1,405000.0,Да
330,САРАТОВ,707,2026-03-01,1,0.0,
330,САРАТОВ,941,2026-03-01,1,0.0,
3490,ГОЛДМАН САКС БАНК,706,2026-03-01,1,131713000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,90.4,2026-03-01,1,603781000.0,
3173,ВНЕШФИНБАНК,20.0,2026-03-01,1,105599000.0,
2867,ИШБАНК,111,2026-03-01,1,2900000000.0,
2867,ИШБАНК,604,2026-03-01,1,699988000.0,
3013,РАЗВИТИЕ-СТОЛИЦА,32.2,2026-03-01,1,3780276000.0,
3013,РАЗВИТИЕ-СТОЛИЦА,106,2026-03-01,1,1807000.0,
3450,РЕСО КРЕДИТ,612,2026-03-01,1,0.0,
3161,КОНТУР,707,2026-03-01,1,0.0,
3099,РОССИЙСКАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ,90.4,2026-03-01,1,883824000.0,
21,ПРИМОРСКИЙ ТЕРРИТОРИАЛЬНЫЙ,90.5,2026-03-01,1,8901177000.0,
2208,ФОРШТАДТ,504,2026-03-01,1,672237000.0,
2208,ФОРШТАДТ,609,2026-03-01,1,108854000.0,
2208,ФОРШТАДТ,90.5,2026-03-01,1,5369254000.0,
1927,МОДУЛЬБАНК,45.2,2026-03-01,1,332052000.0,
1927,МОДУЛЬБАНК,45.0,2026-03-01,1,7927890000.0,
2682,КРОКУС-БАНК,60.0,2026-03-01,1,16195000.0,
2682,КРОКУС-БАНК,32.1,2026-03-01,1,2000000000.0,
2682,КРОКУС-БАНК,90.6,2026-03-01,1,93580000.0,
2682,КРОКУС-БАНК,302,2026-03-01,1,12779000.0,
1818,ДОН-ТЕКСБАНК,90.6,2026-03-01,1,21914000.0,
1818,ДОН-ТЕКСБАНК,90.5,2026-03-01,1,401079000.0,
2208,ФОРШТАДТ,933,2026-03-01,1,112394000.0,
2208,ФОРШТАДТ,302,2026-03-01,1,28445000.0,
2208,ФОРШТАДТ,454,2026-03-01,1,4229000.0,Да
2208,ФОРШТАДТ,90.4,2026-03-01,1,803499000.0,
2208,ФОРШТАДТ,45.2,2026-03-01,1,2941011000.0,
21,ПРИМОРСКИЙ ТЕРРИТОРИАЛЬНЫЙ,612,2026-03-01,1,0.0,
2440,МЕТАЛЛИНВЕСТБАНК,90.3,2026-03-01,1,7651817000.0,
2440,МЕТАЛЛИНВЕСТБАНК,806,2026-03-01,1,2000.0,
2440,МЕТАЛЛИНВЕСТБАНК,940,2026-03-01,1,13000.0,
2440,МЕТАЛЛИНВЕСТБАНК,305,2026-03-01,1,13000.0,
2216,БАНК ИНТЕЗА,99996,2026-03-01,1,0.0,
2216,БАНК ИНТЕЗА,458,2026-03-01,1,2795575000.0,Да
2085,ТАЙДОН,459,2026-03-01,1,2927000.0,
2085,ТАЙДОН,474,2026-03-01,1,5218000.0,
21,ПРИМОРСКИЙ ТЕРРИТОРИАЛЬНЫЙ,604,2026-03-01,1,181397000.0,
21,ПРИМОРСКИЙ ТЕРРИТОРИАЛЬНЫЙ,707,2026-03-01,1,1143310000.0,
2440,МЕТАЛЛИНВЕСТБАНК,707,2026-03-01,1,0.0,
2440,МЕТАЛЛИНВЕСТБАНК,474,2026-03-01,1,10789617000.0,
21,ПРИМОРСКИЙ ТЕРРИТОРИАЛЬНЫЙ,619,2026-03-01,1,22752000.0,
21,ПРИМОРСКИЙ ТЕРРИТОРИАЛЬНЫЙ,454,2026-03-01,1,118147000.0,Да
21,ПРИМОРСКИЙ ТЕРРИТОРИАЛЬНЫЙ,617,2026-03-01,1,11853000.0,
2518,КУБАНЬ КРЕДИТ,474,2026-03-01,1,2681560000.0,
2518,КУБАНЬ КРЕДИТ,90.5,2026-03-01,1,513358197000.0,
2518,КУБАНЬ КРЕДИТ,32.1,2026-03-01,1,21000000000.0,
2518,КУБАНЬ КРЕДИТ,475,2026-03-01,1,5895000.0,
2518,КУБАНЬ КРЕДИТ,90.6,2026-03-01,1,230990000.0,
1809,ЕРМАК,60.0,2026-03-01,1,13040000.0,
1809,ЕРМАК,459,2026-03-01,1,8511000.0,
1809,ЕРМАК,302,2026-03-01,1,860000.0,
2726,ВЕСТЕРН ЮНИОН ДП ВОСТОК,707,2026-03-01,1,345490000.0,
3223,СВОЙ БАНК,319,2026-03-01,1,2110000000.0,
2929,ББР БАНК,302,2026-03-01,1,709701000.0,
2929,ББР БАНК,612,2026-03-01,1,0.0,
2929,ББР БАНК,933,2026-03-01,1,226748000.0,
2929,ББР БАНК,941,2026-03-01,1,0.0,
2929,ББР БАНК,32.1,2026-03-01,1,96500000000.0,
2929,ББР БАНК,616,2026-03-01,1,0.0,
2929,ББР БАНК,454,2026-03-01,1,2279387000.0,Да
2929,ББР БАНК,304,2026-03-01,1,39513000.0,
3166,ПЛАТЕЖНЫЙ ЦЕНТР,612,2026-03-01,1,0.0,
3166,ПЛАТЕЖНЫЙ ЦЕНТР,609,2026-03-01,1,130229000.0,
2838,СИНКО-БАНК,302,2026-03-01,1,19029000.0,
2838,СИНКО-БАНК,45.0,2026-03-01,1,1144601000.0,
2312,БАНК ДОМ.РФ,621,2026-03-01,1,91000.0,
2312,БАНК ДОМ.РФ,304,2026-03-01,1,425119000.0,
2443,МЕТКОМБАНК,45.0,2026-03-01,1,22532153000.0,
2443,МЕТКОМБАНК,60.0,2026-03-01,1,5488022000.0,
2443,МЕТКОМБАНК,458,2026-03-01,1,974157000.0,Да
2443,МЕТКОМБАНК,446,2026-03-01,1,1008400000.0,Да
2289,РУССКИЙ СТАНДАРТ,526,2026-03-01,1,0.0,
